Id,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100
19,0.5,0.25,0.5,1,0.5,1,0.75,1,0.75,0.5,1,0.25,0.75,0.25,0.75,1,1,0.75,0.75,1,1,1,1,1,0.5,0.25,0.25,0.75,0.25,0.75,1,1,1,1,0.75,0.75,1,1,1,0.75,0.75,1,0.75,0.25,0.25,0.75,0.25,0.5,0.25,1,0.25,0.25,1,0.75,1,0.25,0.25,1,0.75,1,0.25,0.25,0.5,0.25,0.75,0.5,1,1,0.25,0.75,0.75,1,0.5,0.5,1,0.5,1,0.75,0.25,0.75,0.25,0.25,0.25,0.5,0.25,0.75,0.25,0.5,0.25,1,1,0.25,0.25,0.75,0.75,0.5,0.25,0.75,0.25,0.25,1
20,0.5,1,0.75,0.75,0.25,0.25,0.75,1,0.5,1,0.25,0.25,0.25,0.25,0.75,1,0.25,0.75,0.75,0.25,0.25,0.5,0.5,0.25,0.25,0.75,0.75,0.25,1,0.75,0.75,1,0.25,1,1,1,1,1,0.75,0.75,0.5,1,1,0.75,0.75,0.75,0.25,0.5,1,1,1,0.5,1,0.75,1,0.25,0.5,0.5,0.25,0.5,0.25,1,0.75,0.25,0.25,0.25,1,1,0.25,1,0.75,0.25,0.75,0.25,0.25,1,0.75,0.25,0.5,1,1,0.25,0.25,1,1,0.75,0.5,1,0.5,0.5,1,0.75,1,0.75,0.5,0.25,1,1,0.5,0.75,0.25
21,1,1,0.5,1,1,1,0.5,0.25,1,0.5,0.25,0.5,1,1,1,0.75,1,0.5,0.5,0.25,0.5,1,0.75,0.25,0.25,0.5,1,1,0.25,0.75,0.75,0.25,0.75,0.5,0.25,0.25,0.5,0.25,0.25,0.25,0.5,0.5,0.25,0.75,0.75,1,1,0.5,0.25,1,1,0.75,1,0.75,1,1,0.5,0.5,1,1,0.75,0.75,1,1,0.5,1,0.5,0.5,0.25,0.5,0.25,1,0.25,1,0.75,0.75,1,0.5,0.25,0.25,0.25,1,0.75,1,0.25,1,1,0.25,1,0.75,1,0.25,1,0.25,0.75,1,0.5,0.25,0.5,1,0.25
22,0.25,0.75,0.75,0.5,0.5,1,0.75,0.75,0.5,0.5,1,0.75,0.75,0.5,1,0.5,0.25,0.75,0.5,0.25,0.75,0.5,0.25,0.75,0.75,0.5,1,0.75,1,0.75,0.25,0.25,1,1,0.5,1,1,0.5,1,0.5,0.5,1,1,0.75,0.75,0.75,0.25,0.5,0.25,0.25,0.25,0.75,0.5,0.5,1,0.75,0.5,0.5,0.25,0.25,0.75,1,0.5,1,0.75,0.5,0.5,1,0.5,0.25,0.75,0.75,0.75,0.25,0.25,0.25,0.5,1,1,0.75,0.75,0.5,0.25,0.75,0.5,0.25,0.5,0.25,1,0.5,0.25,0.25,0.75,0.25,0.25,0.5,0.25,0.25,0.25,0.25,0.25
23,0.5,0.5,1,0.5,1,0.75,0.25,0.75,1,0.75,0.5,1,1,0.5,0.5,1,1,0.75,1,0.75,0.5,0.25,0.75,0.75,1,0.5,1,0.25,0.75,0.5,1,1,0.25,0.5,0.25,0.75,0.25,0.75,1,1,0.75,0.75,0.5,1,0.75,1,0.75,0.5,1,0.5,0.5,0.25,1,0.75,1,0.25,0.5,0.5,1,0.75,0.5,0.5,1,1,0.5,1,1,0.75,0.25,1,1,1,1,1,0.5,0.5,0.25,0.25,0.25,1,1,0.75,0.75,0.5,1,0.5,0.25,0.75,0.5,1,0.75,1,0.75,0.25,1,1,0.25,1,0.75,0.5,0.5
24,0.25,0.25,0.25,0.5,1,0.75,0.25,1,0.75,0.25,0.25,0.75,0.5,0.25,0.5,0.25,0.75,0.25,0.25,1,1,1,1,1,0.5,0.5,0.25,0.5,1,0.5,0.5,0.5,1,0.25,0.75,0.75,0.25,0.75,0.75,0.75,0.75,0.5,0.5,0.5,0.25,0.75,0.25,0.5,0.25,0.25,1,0.25,1,0.75,1,1,0.5,0.25,0.5,0.25,1,0.75,0.25,1,0.5,0.25,1,0.75,0.25,0.75,0.75,1,1,1,1,0.75,1,0.25,0.25,0.25,0.25,1,1,1,1,0.5,0.5,0.5,1,0.5,0.25,0.25,0.75,1,0.75,0.25,1,1,0.25,0.25,0.75
25,1,0.25,1,0.5,0.5,0.25,0.5,0.75,0.25,1,1,0.25,0.25,0.25,0.5,0.25,0.25,0.25,0.5,0.5,0.5,0.25,1,0.75,0.5,1,0.5,1,0.25,0.75,0.75,0.25,0.75,1,0.25,0.5,0.25,0.5,0.25,0.75,0.5,0.25,0.75,0.75,0.75,0.75,0.25,0.5,0.25,1,0.75,0.25,0.75,0.75,1,0.5,1,1,0.5,0.5,0.5,0.25,1,0.5,0.25,0.5,1,0.75,1,0.5,0.75,0.25,0.5,0.5,1,0.5,1,0.75,0.75,0.5,0.25,1,0.75,1,1,0.5,1,0.5,0.25,0.5,0.75,0.75,0.75,0.75,0.75,0.75,1,0.75,0.25,0.75,1
26,0.75,1,0.5,0.5,0.25,1,0.75,0.5,0.25,0.75,0.75,1,0.25,0.75,0.75,0.75,0.5,0.5,1,0.75,0.5,0.5,0.5,0.25,0.5,1,1,1,0.5,0.5,0.5,0.25,0.75,0.75,0.75,0.5,1,0.75,1,0.75,0.75,0.75,0.25,0.75,0.25,0.75,0.25,0.5,0.25,0.75,0.75,0.75,0.25,0.75,1,0.75,0.5,1,0.5,0.5,1,0.75,0.25,0.5,0.5,1,0.25,0.75,0.75,0.75,0.75,1,0.5,1,0.75,1,0.75,0.5,0.75,0.75,0.5,0.25,0.25,0.75,0.25,0.75,0.75,0.75,1,0.75,0.5,0.5,0.5,0.5,1,0.5,0.5,0.25,0.75,0.75,0.75
27,0.75,0.75,0.5,0.5,0.25,0.75,0.25,0.5,0.5,0.5,0.25,0.75,0.75,0.75,1,0.5,0.5,0.5,1,0.5,1,0.75,0.5,1,0.75,1,0.75,1,0.75,0.5,0.25,0.75,1,0.5,1,0.25,0.75,0.75,0.75,0.25,0.5,1,1,0.75,0.75,1,0.25,0.5,0.5,0.5,1,0.75,1,0.75,1,0.5,0.5,0.5,0.25,0.75,1,1,0.75,0.5,1,0.5,0.5,0.25,0.75,0.5,1,0.75,1,0.75,0.25,0.5,1,0.25,0.25,0.25,0.25,0.75,0.75,0.75,0.75,0.5,0.5,0.25,0.25,0.75,0.75,1,0.25,0.5,0.25,0.25,0.5,1,0.5,0.25,0.75
28,0.5,1,0.75,1,0.75,1,0.5,0.5,0.25,1,0.75,1,0.75,1,1,0.5,1,0.5,0.25,1,1,0.75,1,1,0.5,0.25,0.25,0.5,1,0.5,0.5,0.5,0.25,0.5,1,1,0.25,0.75,0.75,0.25,0.25,1,0.75,0.25,0.75,0.25,0.25,0.5,0.25,1,0.75,1,0.75,0.75,1,0.75,1,1,1,0.75,0.75,0.75,1,1,1,0.5,1,0.75,1,1,0.5,0.5,1,0.75,1,0.75,0.25,1,0.25,0.75,1,1,0.5,0.75,0.5,1,0.75,0.25,0.75,0.75,0.25,1,0.75,0.25,1,0.75,0.75,0.5,1,0.5,0.5
29,1,1,1,0.25,0.25,0.25,0.75,1,0.75,0.5,1,0.75,1,0.75,0.75,0.5,0.5,0.5,0.5,0.5,0.5,0.25,0.25,0.75,0.25,1,0.75,0.25,0.75,1,0.5,0.5,0.25,1,1,1,0.25,1,0.25,1,0.5,0.25,0.75,0.25,0.75,0.5,0.5,0.25,0.25,0.5,1,0.75,1,0.75,1,0.5,0.5,1,1,0.75,0.5,1,0.25,0.75,0.75,0.25,0.25,0.75,0.75,0.5,0.25,0.75,0.5,0.25,0.75,0.25,0.75,0.75,0.25,0.75,0.25,0.75,0.25,0.75,0.25,0.75,0.5,1,1,1,0.5,1,0.75,0.75,0.25,0.25,0.75,0.5,1,0.25,0.25
30,0.5,0.5,1,0.75,0.5,0.25,0.75,0.75,0.25,0.5,0.25,0.75,0.25,0.25,1,1,0.5,0.5,0.5,0.25,0.5,0.75,0.5,0.5,0.5,0.25,0.5,0.5,0.5,1,0.75,0.75,0.75,0.5,0.5,0.5,0.25,0.75,0.75,0.75,0.5,0.5,0.25,0.75,0.75,0.25,0.25,0.5,1,0.75,0.5,1,0.75,0.75,1,1,0.5,0.5,0.5,0.25,0.5,0.5,0.25,0.25,0.75,0.75,0.5,1,1,0.75,0.75,0.75,0.25,0.25,0.75,1,0.75,0.25,1,1,1,0.5,1,0.75,0.5,0.25,0.75,0.25,0.5,0.5,0.25,0.25,0.75,0.5,0.5,0.25,0.5,0.5,0.5,1,0.75
31,0.75,1,0.75,0.75,0.75,0.75,0.75,1,0.75,0.75,0.75,0.5,1,0.25,0.5,1,1,1,0.75,0.25,1,1,0.75,1,1,0.5,0.5,1,1,1,0.25,1,1,0.5,0.25,0.75,1,0.75,1,1,1,0.5,1,1,0.75,0.25,0.5,0.5,0.25,0.5,0.5,1,1,0.75,1,0.25,0.5,0.5,0.25,1,0.75,0.75,1,0.25,0.75,0.25,0.5,0.5,0.5,0.5,1,0.75,1,0.75,0.75,0.75,0.5,0.25,0.25,0.75,0.25,0.5,0.25,0.25,1,0.75,1,0.25,1,0.25,0.25,0.25,1,1,0.25,0.5,0.5,0.75,1,0.75,1
32,0.75,0.25,1,0.25,1,0.5,0.25,0.75,0.25,0.25,1,1,0.5,0.5,0.5,0.5,0.25,0.25,0.25,0.5,0.5,0.5,1,0.25,0.25,0.75,1,1,0.25,1,1,1,1,0.75,1,0.25,1,1,1,0.25,1,1,0.25,0.25,0.25,0.25,0.25,0.5,0.25,1,1,0.75,1,0.75,1,1,1,0.25,0.5,1,1,0.75,0.5,1,1,0.75,1,0.25,0.25,0.25,0.75,0.25,0.25,1,0.75,0.75,0.75,1,0.75,0.25,0.5,0.5,0.25,1,0.25,0.25,1,0.25,0.25,0.75,0.5,0.25,0.75,0.75,1,1,0.5,0.25,0.75,0.25,0.75
33,1,0.75,0.75,0.5,0.25,0.25,0.25,0.75,0.75,0.75,0.5,0.25,0.75,0.5,0.5,0.25,0.75,0.25,1,1,1,0.5,1,0.5,0.25,0.5,1,0.75,1,0.5,0.25,0.25,0.25,1,0.75,0.25,0.75,0.75,0.5,0.25,1,0.75,0.25,0.75,0.75,1,1,0.5,0.25,0.5,1,1,1,0.75,0.25,0.25,0.5,1,0.5,0.5,1,0.25,0.75,0.5,1,0.5,0.25,1,0.5,1,0.25,0.75,0.75,1,0.75,0.75,0.25,0.25,0.25,0.75,0.5,1,0.5,1,0.25,0.5,0.5,1,1,0.5,1,0.25,1,0.75,0.5,0.25,0.25,0.25,0.75,0.25,0.25
34,0.75,0.5,1,0.75,0.5,1,0.5,0.75,0.5,0.5,0.5,1,0.5,1,0.5,1,0.25,0.75,0.25,0.25,0.75,0.75,0.75,0.75,0.5,0.5,0.25,1,0.75,0.5,0.5,0.25,0.5,0.25,0.5,1,0.5,0.5,1,0.5,0.25,0.5,0.5,0.25,0.75,0.5,0.5,0.5,0.5,1,0.75,0.25,1,0.75,1,1,0.5,0.5,0.25,0.5,0.75,0.5,0.5,1,0.75,1,1,0.5,0.5,0.25,0.5,0.25,1,0.5,0.5,0.5,1,0.5,0.25,1,0.5,0.5,0.25,0.5,0.25,0.5,1,0.5,0.5,0.5,0.5,1,1,0.5,1,0.75,0.25,0.5,0.5,0.25,0.75
35,0.25,0.75,0.75,0.75,0.25,0.25,0.5,0.25,0.25,0.75,0.25,0.75,1,0.5,0.25,0.75,0.25,0.75,0.25,0.75,0.5,0.5,0.5,0.25,0.75,0.5,1,0.75,0.75,0.5,1,1,0.5,0.5,0.5,0.75,0.5,0.75,0.75,0.25,0.75,0.25,0.75,0.25,0.75,0.25,0.25,0.5,0.75,1,0.75,0.5,1,0.75,1,1,0.25,0.25,0.75,0.25,1,0.75,0.25,0.5,0.5,0.75,0.5,1,0.5,0.5,0.75,1,0.5,0.5,0.75,0.5,0.5,0.5,0.25,0.25,0.5,1,0.5,0.5,0.25,1,1,0.5,0.5,0.5,0.75,0.5,0.5,0.5,1,0.5,0.75,0.75,0.75,0.25,0.75
36,0.25,0.25,0.75,0.75,0.5,0.5,0.25,0.25,0.75,0.75,1,0.5,0.75,0.75,0.75,0.75,0.5,1,0.75,0.75,0.75,0.5,1,0.75,1,0.5,1,0.75,0.5,0.25,0.75,0.75,0.75,0.75,0.5,1,0.75,0.75,0.5,0.75,0.75,0.75,0.75,0.75,0.75,0.5,0.25,0.5,1,0.75,0.75,0.5,1,0.75,1,0.5,1,0.5,0.25,0.75,0.75,0.75,1,0.5,0.25,0.5,1,0.5,0.25,0.75,0.75,1,1,0.75,1,1,0.5,0.5,1,0.5,0.75,0.25,0.5,1,0.5,0.5,0.5,0.75,0.5,0.5,0.25,0.75,0.25,0.5,0.75,0.5,1,0.25,1,0.75,1
37,0.5,0.25,0.25,0.25,0.75,0.25,0.25,0.25,0.25,0.75,0.75,1,0.75,0.75,0.75,0.5,0.75,1,0.75,0.75,0.75,0.25,0.75,0.75,0.25,0.25,0.75,0.25,0.5,1,0.25,1,1,0.5,0.25,0.25,0.75,0.75,0.5,1,1,1,0.75,0.25,0.75,0.25,0.25,0.5,0.25,0.75,1,0.25,1,0.75,1,0.25,0.5,0.25,0.25,0.25,0.75,0.75,1,0.25,0.75,0.25,0.75,0.75,0.25,0.75,1,1,0.25,0.5,0.25,1,0.75,1,0.5,0.25,1,1,0.75,0.5,0.25,1,0.75,1,1,0.5,0.5,0.25,0.75,0.75,0.25,0.25,0.5,0.25,0.75,1,0.75
