Id,Bound
0,1
1,1
2,1
3,1
4,1
5,1
6,0
7,0
8,0
9,0
10,1
11,0
12,1
13,0
14,1
15,1
16,0
17,1
18,0
19,0
20,0
21,0
22,0
23,0
24,1
25,0
26,1
27,1
28,0
29,1
30,1
31,1
32,0
33,1
34,1
35,0
36,0
37,1
38,1
39,1
40,1
41,1
42,1
43,1
44,1
45,0
46,0
47,0
48,1
49,1
50,1
51,1
52,1
53,0
54,1
55,0
56,1
57,1
58,0
59,1
60,0
61,0
62,0
63,0
64,1
65,1
66,0
67,0
68,1
69,1
70,1
71,0
72,0
73,0
74,1
75,0
76,0
77,0
78,1
79,1
80,1
81,0
82,0
83,1
84,0
85,1
86,0
87,1
88,1
89,1
90,1
91,1
92,0
93,0
94,1
95,1
96,0
97,0
98,1
99,1
100,0
101,1
102,0
103,1
104,0
105,1
106,0
107,0
108,1
109,0
110,0
111,1
112,0
113,1
114,1
115,1
116,1
117,0
118,1
119,0
120,1
121,1
122,0
123,0
124,0
125,0
126,0
127,1
128,0
129,1
130,0
131,0
132,0
133,1
134,1
135,1
136,1
137,1
138,1
139,0
140,0
141,1
142,0
143,0
144,0
145,0
146,1
147,1
148,1
149,1
150,1
151,1
152,1
153,0
154,0
155,0
156,1
157,1
158,0
159,0
160,0
161,1
162,0
163,0
164,0
165,0
166,0
167,0
168,0
169,0
170,1
171,0
172,1
173,1
174,1
175,0
176,1
177,0
178,0
179,0
180,0
181,0
182,1
183,1
184,0
185,1
186,1
187,0
188,0
189,1
190,1
191,0
192,0
193,0
194,1
195,0
196,1
197,0
198,0
199,1
200,0
201,1
202,0
203,1
204,1
205,0
206,1
207,1
208,0
209,1
210,1
211,1
212,1
213,0
214,0
215,1
216,1
217,1
218,0
219,1
220,1
221,0
222,0
223,0
224,0
225,0
226,0
227,1
228,0
229,1
230,1
231,0
232,0
233,1
234,0
235,0
236,0
237,1
238,1
239,0
240,0
241,0
242,1
243,0
244,0
245,1
246,1
247,0
248,1
249,0
250,1
251,0
252,0
253,1
254,0
255,0
256,0
257,0
258,0
259,1
260,0
261,1
262,1
263,0
264,0
265,1
266,1
267,0
268,1
269,1
270,1
271,0
272,1
273,0
274,0
275,1
276,1
277,0
278,0
279,1
280,1
281,0
282,1
283,0
284,0
285,1
286,0
287,0
288,1
289,1
290,0
291,1
292,1
293,0
294,0
295,1
296,0
297,1
298,1
299,0
300,0
301,0
302,0
303,1
304,1
305,0
306,0
307,1
308,0
309,0
310,0
311,0
312,1
313,0
314,1
315,0
316,1
317,1
318,0
319,0
320,1
321,0
322,1
323,1
324,0
325,1
326,0
327,0
328,0
329,0
330,1
331,1
332,0
333,0
334,0
335,0
336,0
337,0
338,1
339,1
340,0
341,1
342,0
343,1
344,1
345,1
346,1
347,0
348,0
349,1
350,1
351,0
352,0
353,1
354,1
355,0
356,0
357,0
358,0
359,0
360,0
361,0
362,1
363,0
364,1
365,1
366,0
367,1
368,0
369,0
370,0
371,0
372,1
373,1
374,1
375,1
376,1
377,1
378,1
379,0
380,1
381,1
382,1
383,0
384,1
385,1
386,1
387,0
388,1
389,0
390,0
391,0
392,0
393,0
394,0
395,1
396,0
397,0
398,0
399,0
400,1
401,0
402,1
403,0
404,0
405,1
406,1
407,0
408,0
409,1
410,0
411,0
412,0
413,1
414,0
415,0
416,1
417,1
418,1
419,1
420,1
421,0
422,1
423,0
424,0
425,0
426,1
427,1
428,1
429,0
430,1
431,1
432,1
433,0
434,1
435,1
436,0
437,0
438,1
439,0
440,1
441,0
442,0
443,0
444,0
445,1
446,0
447,1
448,1
449,0
450,1
451,1
452,0
453,1
454,0
455,1
456,0
457,0
458,1
459,1
460,1
461,1
462,0
463,1
464,1
465,0
466,0
467,0
468,1
469,1
470,1
471,1
472,0
473,0
474,1
475,1
476,1
477,0
478,0
479,1
480,1
481,1
482,1
483,1
484,0
485,1
486,1
487,0
488,1
489,0
490,1
491,0
492,0
493,0
494,0
495,0
496,1
497,0
498,0
499,0
500,0
501,1
502,0
503,1
504,0
505,1
506,0
507,0
508,0
509,1
510,1
511,1
512,0
513,0
514,0
515,1
516,0
517,1
518,0
519,0
520,1
521,1
522,1
523,1
524,0
525,0
526,0
527,1
528,0
529,0
530,0
531,1
532,1
533,0
534,1
535,0
536,1
537,0
538,0
539,1
540,1
541,0
542,1
543,1
544,1
545,0
546,1
547,0
548,0
549,1
550,0
551,1
552,1
553,1
554,0
555,1
556,0
557,0
558,0
559,0
560,0
561,1
562,1
563,1
564,0
565,1
566,0
567,0
568,0
569,0
570,0
571,1
572,0
573,1
574,1
575,1
576,0
577,0
578,1
579,1
580,0
581,1
582,1
583,1
584,1
585,1
586,1
587,0
588,1
589,1
590,1
591,0
592,0
593,0
594,1
595,1
596,1
597,0
598,1
599,0
600,1
601,0
602,1
603,1
604,0
605,0
606,0
607,1
608,0
609,0
610,0
611,0
612,1
613,1
614,0
615,0
616,1
617,1
618,0
619,1
620,0
621,0
622,0
623,0
624,0
625,0
626,0
627,1
628,1
629,0
630,1
631,1
632,1
633,1
634,1
635,1
636,0
637,1
638,0
639,0
640,0
641,0
642,0
643,1
644,0
645,1
646,0
647,0
648,1
649,1
650,1
651,0
652,1
653,1
654,1
655,1
656,0
657,0
658,0
659,0
660,1
661,1
662,0
663,1
664,1
665,1
666,1
667,1
668,1
669,1
670,0
671,0
672,1
673,1
674,0
675,1
676,0
677,0
678,0
679,0
680,0
681,0
682,1
683,1
684,1
685,0
686,1
687,0
688,0
689,0
690,0
691,1
692,1
693,1
694,0
695,1
696,0
697,1
698,1
699,0
700,0
701,1
702,0
703,0
704,1
705,1
706,0
707,0
708,0
709,0
710,1
711,1
712,1
713,1
714,1
715,0
716,0
717,1
718,0
719,1
720,1
721,0
722,1
723,0
724,1
725,0
726,1
727,1
728,0
729,0
730,0
731,0
732,0
733,0
734,0
735,0
736,1
737,1
738,1
739,1
740,0
741,1
742,1
743,0
744,0
745,1
746,1
747,0
748,0
749,0
750,0
751,1
752,0
753,1
754,0
755,0
756,0
757,1
758,0
759,0
760,1
761,1
762,1
763,1
764,0
765,1
766,1
767,1
768,0
769,0
770,1
771,0
772,1
773,1
774,0
775,1
776,0
777,1
778,0
779,0
780,0
781,1
782,0
783,0
784,1
785,0
786,0
787,1
788,0
789,0
790,1
791,1
792,1
793,1
794,0
795,1
796,1
797,1
798,1
799,1
800,0
801,0
802,1
803,0
804,0
805,1
806,0
807,0
808,0
809,0
810,0
811,0
